Inst,template,inst_short,Source,nda_structure,nda_element,hcp_variable,action_requested,hcp_variable_upload,specialty_code,requested_python,description,valueRange,notes
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare243,lare243,,lare243,1,,Oral Reading Recognition Item  243,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare244,lare244,,lare244,1,,Oral Reading Recognition Item  244,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare245,lare245,,lare245,1,,Oral Reading Recognition Item  245,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare246,lare246,,lare246,1,,Oral Reading Recognition Item  246,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare247,lare247,,lare247,1,,Oral Reading Recognition Item  247,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare248,lare248,,lare248,1,,Oral Reading Recognition Item  248,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare249,lare249,,lare249,1,,Oral Reading Recognition Item  249,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare250,lare250,,lare250,1,,Oral Reading Recognition Item  250,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare251,lare251,,lare251,1,,Oral Reading Recognition Item  251,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare252,lare252,,lare252,1,,Oral Reading Recognition Item  252,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare253,lare253,,lare253,1,,Oral Reading Recognition Item  253,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare254,lare254,,lare254,1,,Oral Reading Recognition Item  254,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare255,lare255,,lare255,1,,Oral Reading Recognition Item  255,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare256,lare256,,lare256,1,,Oral Reading Recognition Item  256,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare259,lare259,,lare259,1,,Oral Reading Recognition Item  259,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare260,lare260,,lare260,1,,Oral Reading Recognition Item  260,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare261,lare261,,lare261,1,,Oral Reading Recognition Item  261,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare262,lare262,,lare262,1,,Oral Reading Recognition Item  262,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare263,lare263,,lare263,1,,Oral Reading Recognition Item  263,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare264,lare264,,lare264,1,,Oral Reading Recognition Item  264,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare265,lare265,,lare265,1,,Oral Reading Recognition Item  265,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare266,lare266,,lare266,1,,Oral Reading Recognition Item  266,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare267,lare267,,lare267,1,,Oral Reading Recognition Item  267,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare268,lare268,,lare268,1,,Oral Reading Recognition Item  268,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare269,lare269,,lare269,1,,Oral Reading Recognition Item  269,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare270,lare270,,lare270,1,,Oral Reading Recognition Item  270,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare271,lare271,,lare271,1,,Oral Reading Recognition Item  271,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare272,lare272,,lare272,1,,Oral Reading Recognition Item  272,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare273,lare273,,lare273,1,,Oral Reading Recognition Item  273,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare274,lare274,,lare274,1,,Oral Reading Recognition Item  274,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare275,lare275,,lare275,1,,Oral Reading Recognition Item  275,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare276,lare276,,lare276,1,,Oral Reading Recognition Item  276,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare277,lare277,,lare277,1,,Oral Reading Recognition Item  277,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare278,lare278,,lare278,1,,Oral Reading Recognition Item  278,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare279,lare279,,lare279,1,,Oral Reading Recognition Item  279,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,lare280,lare280,,lare280,1,,Oral Reading Recognition Item  280,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD,orrt01,laresc001,laresc001,,laresc001,1,,Oral Reading Recognition Item  SC001,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,laresc002,laresc002,,laresc002,1,,Oral Reading Recognition Item  SC002,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,laresc004,laresc004,,laresc004,1,,Oral Reading Recognition Item  SC004,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,laresc005,laresc005,,laresc005,1,,Oral Reading Recognition Item  SC005,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,laresc006,laresc006,,laresc006,1,,Oral Reading Recognition Item  SC006,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,laresc007,laresc007,,laresc007,1,,Oral Reading Recognition Item  SC007,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,laresc008,laresc008,,laresc008,1,,Oral Reading Recognition Item  SC008,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,laresc009,laresc009,,laresc009,1,,Oral Reading Recognition Item  SC009,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,read_perc,National_Percentile__age_adjusted_,,National_Percentile__age_adjusted_,1,,Reading test  Percentile,,
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,nih_tlbx_se,SE,,SE,1,,Standard Error,,999=NA/NK/missing
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,nih_tlbx_theta,Theta,,Theta,1,,Theta,,999=NA/NK/missing
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.0,ORRT_v2.0_orrt01_template.csv,ORRT_v2.0,HCPD HCPA,orrt01,tbx_reading_score,Uncorrected_Standard_Score,,Uncorrected_Standard_Score,1,"studydata['Uncorrected_Standard_Score']=studydata.Uncorrected_Standard_Score.round().fillna(-99).astype(int).astype(str).str.replace('-99','')",Reading test score,,
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,orrt01,read_acss,Age_Corrected_Standard_Score,,Age_Corrected_Standard_Score,1,"studydata['Age_Corrected_Standard_Score']=studydata.Age_Corrected_Standard_Score.round().fillna(-99).astype(int).astype(str).str.replace('-99','')",Reading test Age-Corrected Standard Score,,
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,orrt01,version_form,Assessment_Name,,Assessment_Name,1,,Form used/assessment name,,
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,orrt01,wcst_ni,ItmCnt,,ItmCnt,1,studydata['ItmCnt']=studydata.ItmCnt.astype(int),Number of Items,,
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,orrt01,primary_language,Language,,Language,1,,Subject's Primary Language,,
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare019,lare019,,lare019,1,,Oral Reading Recognition Item  019,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare020,lare020,,lare020,1,,Oral Reading Recognition Item  020,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare021,lare021,,lare021,1,,Oral Reading Recognition Item  021,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare022,lare022,,lare022,1,,Oral Reading Recognition Item  022,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare023,lare023,,lare023,1,,Oral Reading Recognition Item  023,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare026,lare026,,lare026,1,,Oral Reading Recognition Item  026,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare027,lare027,,lare027,1,,Oral Reading Recognition Item  027,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare028,lare028,,lare028,1,,Oral Reading Recognition Item  028,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare030,lare030,,lare030,1,,Oral Reading Recognition Item  030,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare032,lare032,,lare032,1,,Oral Reading Recognition Item  032,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare033,lare033,,lare033,1,,Oral Reading Recognition Item  033,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare035,lare035,,lare035,1,,Oral Reading Recognition Item  035,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare036,lare036,,lare036,1,,Oral Reading Recognition Item  036,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare037,lare037,,lare037,1,,Oral Reading Recognition Item  037,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare038,lare038,,lare038,1,,Oral Reading Recognition Item  038,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare039,lare039,,lare039,1,,Oral Reading Recognition Item  039,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare040,lare040,,lare040,1,,Oral Reading Recognition Item  040,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare043,lare043,,lare043,1,,Oral Reading Recognition Item  043,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare044,lare044,,lare044,1,,Oral Reading Recognition Item  044,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare045,lare045,,lare045,1,,Oral Reading Recognition Item  045,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare048,lare048,,lare048,1,,Oral Reading Recognition Item  048,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare049,lare049,,lare049,1,,Oral Reading Recognition Item  049,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare052,lare052,,lare052,1,,Oral Reading Recognition Item  052,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare053,lare053,,lare053,1,,Oral Reading Recognition Item  053,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare054,lare054,,lare054,1,,Oral Reading Recognition Item  054,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare056,lare056,,lare056,1,,Oral Reading Recognition Item  056,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare057,lare057,,lare057,1,,Oral Reading Recognition Item  057,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare058,lare058,,lare058,1,,Oral Reading Recognition Item  058,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare059,lare059,,lare059,1,,Oral Reading Recognition Item  059,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare061,lare061,,lare061,1,,Oral Reading Recognition Item  061,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare063,lare063,,lare063,1,,Oral Reading Recognition Item  063,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare065,lare065,,lare065,1,,Oral Reading Recognition Item  065,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare066,lare066,,lare066,1,,Oral Reading Recognition Item  066,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare067,lare067,,lare067,1,,Oral Reading Recognition Item  067,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare068,lare068,,lare068,1,,Oral Reading Recognition Item  068,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare069,lare069,,lare069,1,,Oral Reading Recognition Item  069,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,orrt01,lare070,lare070,,lare070,1,,Oral Reading Recognition Item  070,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare073,lare073,,lare073,1,,Oral Reading Recognition Item  073,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare074,lare074,,lare074,1,,Oral Reading Recognition Item  074,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare075,lare075,,lare075,1,,Oral Reading Recognition Item  075,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare077,lare077,,lare077,1,,Oral Reading Recognition Item  077,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare079,lare079,,lare079,1,,Oral Reading Recognition Item  079,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare080,lare080,,lare080,1,,Oral Reading Recognition Item  080,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare081,lare081,,lare081,1,,Oral Reading Recognition Item  081,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,orrt01,lare082,lare082,,lare082,1,,Oral Reading Recognition Item  082,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_2.1_orrt01_template.csv,ORRT_2.1,HCPA,orrt01,lare083,lare083,,lare083,1,,Oral Reading Recognition Item  083,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare084,lare084,,lare084,1,,Oral Reading Recognition Item  084,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare086,lare086,,lare086,1,,Oral Reading Recognition Item  086,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare087,lare087,,lare087,1,,Oral Reading Recognition Item  087,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare088,lare088,,lare088,1,,Oral Reading Recognition Item  088,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,orrt01,lare089,lare089,,lare089,1,,Oral Reading Recognition Item  089,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,orrt01,lare090,lare090,,lare090,1,,Oral Reading Recognition Item  090,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,orrt01,lare091,lare091,,lare091,1,,Oral Reading Recognition Item  091,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare092,lare092,,lare092,1,,Oral Reading Recognition Item  092,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,orrt01,lare093,lare093,,lare093,1,,Oral Reading Recognition Item  093,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,orrt01,lare094,lare094,,lare094,1,,Oral Reading Recognition Item  094,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,orrt01,lare095,lare095,,lare095,1,,Oral Reading Recognition Item  095,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,orrt01,lare096,lare096,,lare096,1,,Oral Reading Recognition Item  096,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,orrt01,lare097,lare097,,lare097,1,,Oral Reading Recognition Item  097,0;1,0=Incorrect; 1=Correct
NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,orrt01,lare098,lare098,,lare098,1,,Oral Reading Recognition Item  098,0;1,0=Incorrect; 1=Correct
